Tên xe,Tên hãng xe,Năm sản xuất,Nơi bán,Giá,Link sản phẩm
Kia Morning EX - 2016,Kia,2016,179,Bình Dương,https://bonbanh.com/xe-kia-morning-ex-2016-5571982
Ford Explorer Limited 2.3L EcoBoost - 2024,Ford,2024,1999,Tây Ninh,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2024-5519632
Mitsubishi Attrage Premium 1.2 CVT - 2024,Mitsubishi,2024,449,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2024-5515485
Toyota Innova G - 2011,Toyota,2011,238,Hải Phòng,https://bonbanh.com/xe-toyota-innova-g-2011-5492660
Kia Seltos Luxury 1.5 AT - 2024,Kia,2024,679,TP HCM,https://bonbanh.com/xe-kia-seltos-luxury-1.5-at-2024-5527906
Hyundai Accent 1.4 AT Đặc Biệt - 2024,Hyundai,2024,510,Đồng Nai,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2024-5471156
Ford Everest Sport 2.0L 4x2 AT - 2024,Ford,2024,1178,Nghệ An,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2024-5016453
Toyota Innova 2.0E - 2016,Toyota,2016,325,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4883479
Ford Everest Titanium 2.0L 4x2 AT - 2022,Ford,2022,1068,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5572309
Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Ford,2022,760,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-5582745
Kia Sedona 2.2L DATH - 2018,Kia,2018,795,Hà Nội,https://bonbanh.com/xe-kia-sedona-2.2l-dath-2018-5577574
Ford Ranger XLS 2.2L 4x2 AT - 2018,Ford,2018,515,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2018-5492944
Lexus LX 570 Super Sport - 2016,Lexus,2016,4700,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-super-sport-2016-5579449
VinFast Fadil 1.4 AT - 2021,VinFast,2021,325,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5540250
Toyota Rush 1.5S AT - 2019,Toyota,2019,495,Hà Nội,https://bonbanh.com/xe-toyota-rush-1.5s-at-2019-5575377
Toyota Vios 1.5E - 2016,Toyota,2016,269,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2016-4065428
Mercedes Benz Maybach S450 4Matic - 2017,Mercedes,2017,3700,Hà Nội,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2017-5580547
VinFast Fadil 1.4 AT - 2021,VinFast,2021,318,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5579484
Toyota Innova 2.0E - 2018,Toyota,2018,465,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5399695
Mitsubishi Outlander Premium 2.0 CVT - 2022,Mitsubishi,2022,783,Hà Nội,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2022-5574721
Toyota Vios 1.5E - 2016,Toyota,2016,259,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2016-5467409
Hyundai Accent 1.4 AT - 2024,Hyundai,2024,472,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2024-3548111
Toyota Innova 2.0E - 2016,Toyota,2016,318,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4738088
Hyundai Kona 2.0 ATH - 2019,Hyundai,2019,505,Hải Phòng,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2019-5546901
Toyota Vios 1.5G - 2019,Toyota,2019,438,TP HCM,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5485221
Mercedes Benz S class S450 4Matic - 2024,Mercedes,2024,5039,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-2024-5423447
VinFast VF7 Eco - 2023,VinFast,2023,850,Hà Nội,https://bonbanh.com/xe-vinfast-vf7-eco-2023-5379551
VinFast VF9 Plus - 2023,VinFast,2023,1685,Hà Nội,https://bonbanh.com/xe-vinfast-vf9-plus-2023-4820102
Kia Morning EX - 2016,Kia,2016,179,Bình Dương,https://bonbanh.com/xe-kia-morning-ex-2016-5571982
Ford Explorer Limited 2.3L EcoBoost - 2024,Ford,2024,1999,Tây Ninh,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2024-5519632
Mitsubishi Attrage Premium 1.2 CVT - 2024,Mitsubishi,2024,449,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2024-5515485
LandRover Range Rover SV Autobiography LWB 5.0 - 2016,LandRover,2016,5200,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-sv-autobiography-lwb-5.0-2016-5478586
Porsche 718 Boxster 2.0 AT - 2021,Porsche,2021,3979,Hà Nội,https://bonbanh.com/xe-porsche-718-boxster-2.0-at-2021-5463536
Mercedes Benz C class C180 AMG - 2021,Mercedes,2021,989,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5566302
Ford Ranger XLT 2.0L 4x4 AT - 2024,Ford,2024,789,Lâm Đồng,https://bonbanh.com/xe-ford-ranger-xlt-2.0l-4x4-at-2024-4981475
Hyundai Accent 1.4 AT - 2022,Hyundai,2022,490,TP HCM,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-5594399
MG RX5 1.5T STD - 2024,MG,2024,560,Hà Nội,https://bonbanh.com/xe-mg-rx5-1.5t-std-2024-5579314
Porsche Macan GTS - 2022,Porsche,2022,4899,Hà Nội,https://bonbanh.com/xe-porsche-macan-gts-2022-5594398
Mazda 3 1.5L Luxury - 2020,Mazda,2020,566,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5540819
Mazda 3 1.5L Deluxe - 2021,Mazda,2021,526,TP HCM,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2021-5585433
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2024,Hyundai,2024,894,TP HCM,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2024-5537937
Ford Ranger XLS 2.2L 4x2 AT - 2015,Ford,2015,385,Vĩnh Phúc,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2015-5497967
Toyota Innova 2.0E - 2019,Toyota,2019,525,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5464227
Ford Territory Titanium X 1.5 AT - 2024,Ford,2024,864,Ninh Thuận,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-4669131
Mitsubishi Xforce Exceed - 2024,Mitsubishi,2024,640,Hà Nội,https://bonbanh.com/xe-mitsubishi-xforce-exceed-2024-5566780
Mazda 3 1.5 AT - 2017,Mazda,2017,438,Hải Phòng,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5564002
Toyota Land Cruiser VX 4.6 V8 - 2013,Toyota,2013,1795,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2013-5547882
Kia K3 GT 1.6 AT Turbo - 2023,Kia,2023,739,Quảng Ninh,https://bonbanh.com/xe-kia-k3-gt-1.6-at-turbo-2023-5112505
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2024,Hyundai,2024,900,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2024-5545047
Porsche Macan 2.0 - 2015,Porsche,2015,1768,Hà Nội,https://bonbanh.com/xe-porsche-macan-2.0-2015-5568532
Mazda 3 1.5L Luxury - 2019,Mazda,2019,495,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5592762
Hyundai Creta Cao cấp 1.5 AT - 2023,Hyundai,2023,708,Hà Nội,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2023-5581072
VinFast Lux A 2.0 2.0 AT - 2021,VinFast,2021,585,Hà Nội,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5579003
Honda CRV LSE - 2021,Honda,2021,919,Hà Nội,https://bonbanh.com/xe-honda-crv-lse-2021-5574358
Ford Focus 1.8 AT - 2009,Ford,2009,205,Hà Nội,https://bonbanh.com/xe-ford-focus-1.8-at-2009-5571010
Ford Everest Titanium 2.0L 4x2 AT - 2021,Ford,2021,969,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5555362
Subaru Outback 2.5i-T EyeSight - 2023,Subaru,2023,1787,Hà Nội,https://bonbanh.com/xe-subaru-outback-2.5i-t-eyesight-2023-5554923
Toyota Land Cruiser 5.7 V8 - 2015,Toyota,2015,4350,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-5.7-v8-2015-5537963
Porsche 718 Boxster 2.0 AT - 2015,Porsche,2015,2790,Hà Nội,https://bonbanh.com/xe-porsche-718-boxster-2.0-at-2015-5469055
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2680,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5463324
Volkswagen Viloran Premium - 2024,Volkswagen,2024,1989,Hà Nội,https://bonbanh.com/xe-volkswagen-viloran-premium-2024-5328608
LandRover Range Rover Sport Autobiography - 2015,LandRover,2015,1690,Hà Nội,https://bonbanh.com/xe-landrover-range_rover_sport-autobiography-2015-5592319
Suzuki XL7 1.5 AT - 2021,Suzuki,2021,495,Hà Nội,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2021-5579502
Hyundai Creta Đặc biệt 1.5 AT - 2022,Hyundai,2022,630,Hà Nội,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-5574780
Honda City L 1.5 AT - 2023,Honda,2023,529,Vĩnh Phúc,https://bonbanh.com/xe-honda-city-l-1.5-at-2023-5525732
Hyundai i10 Grand 1.2 MT - 2020,Hyundai,2020,289,Thái Nguyên,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2020-5154337
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2024,Hyundai,2024,1137,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2024-3818967
Honda City L 1.5 AT - 2022,Honda,2022,485,Thái Nguyên,https://bonbanh.com/xe-honda-city-l-1.5-at-2022-5582420
Chevrolet Spark LT 0.8 MT - 2010,Chevrolet,2010,75,Điện Biên,https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2010-5570852
Toyota Innova 2.0E - 2019,Toyota,2019,570,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5539635
Kia Carens EXMT - 2011,Kia,2011,205,Hà Nội,https://bonbanh.com/xe-kia-carens-exmt-2011-5426986
Mercedes Benz C class C200 - 2011,Mercedes,2011,335,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2011-5432993
Nissan Sunny Q Series XT Premium - 2018,Nissan,2018,350,Hà Nội,https://bonbanh.com/xe-nissan-sunny-q-series-xt-premium-2018-5575378
Kia Cerato 1.6 AT - 2017,Kia,2017,405,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-2017-5563838
Honda Civic Typer R 2.0 MT - 2023,Honda,2023,2290,Đà Nẵng,https://bonbanh.com/xe-honda-civic-typer-r-2.0-mt-2023-5549360
Toyota Yaris Cross HEV 1.5 CVT - 2024,Toyota,2024,745,Hà Nội,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2024-5583145
Honda City 1.5 AT - 2013,Honda,2013,289,Hà Nội,https://bonbanh.com/xe-honda-city-1.5-at-2013-5543012
Toyota Corolla altis 1.8G AT - 2015,Toyota,2015,455,Phú Thọ,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2015-5533107
Hyundai Exito - 2024,Hyundai,2024,3350,Ninh Bình,https://bonbanh.com/xe-hyundai-khac-exito-2024-5338787
Mazda 2 Sport Premium - 2021,Mazda,2021,440,Quảng Bình,https://bonbanh.com/xe-mazda-2-sport-premium-2021-5586073
Kia Cerato 1.6 AT Luxury - 2021,Kia,2021,560,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2021-5570675
Hyundai Tucson 2.0 AT CRDi - 2018,Hyundai,2018,639,Hải Phòng,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-2018-5558764
Toyota Corolla altis 1.8V - 2022,Toyota,2022,680,Quảng Ninh,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2022-5557641
MG RX5 1.5T LUX - 2023,MG,2023,799,TP HCM,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2023-5238340
Toyota Prado VX 2.7L - 2024,Toyota,2024,2628,Phú Thọ,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2024-4905275
Toyota Innova G - 2006,Toyota,2006,196,TP HCM,https://bonbanh.com/xe-toyota-innova-g-2006-5559285
Mercedes Benz E class E400 - 2013,Mercedes,2013,568,Gia Lai,https://bonbanh.com/xe-mercedes_benz-e_class-e400-2013-5548089
Mazda CX5 2.0 AT - 2016,Mazda,2016,550,Hải Dương,https://bonbanh.com/xe-mazda-cx5-2.0-at-2016-5508719
Ford EcoSport Titanium 1.5L AT - 2019,Ford,2019,465,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5592739
Mazda BT50 2.2L 4x2 AT - 2018,Mazda,2018,450,Hà Nội,https://bonbanh.com/xe-mazda-bt50-2.2l-4x2-at-2018-5591233
Hyundai i10 1.2 MT - 2022,Hyundai,2022,315,Bắc Ninh,https://bonbanh.com/xe-hyundai-i10-1.2-mt-2022-5542994
Ford Everest 2.6L 4x2 MT - 2005,Ford,2005,145,Bình Dương,https://bonbanh.com/xe-ford-everest-2.6l-4x2-mt-2005-5553164
Toyota Alphard Executive Lounge - 2019,Toyota,2019,3250,Hà Nội,https://bonbanh.com/xe-toyota-alphard-executive-lounge-2019-5511376
Honda City RS 1.5 AT - 2022,Honda,2022,535,Đăk Lăk,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5485891
Toyota Vios 1.5E MT - 2019,Toyota,2019,352,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5465805
Subaru Forester 2.0i-L - 2023,Subaru,2023,839,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0i-l-2023-5205717
Kia K3 2.0 AT - 2014,Kia,2014,395,Bình Dương,https://bonbanh.com/xe-kia-k3-2.0-at-2014-5502306
Daewoo Matiz Groove 1.0 AT - 2009,Daewoo,2009,148,Hà Nội,https://bonbanh.com/xe-daewoo-matiz-groove-1.0-at-2009-5573170
Kia Cerato 2.0 AT Premium - 2020,Kia,2020,525,Hải Phòng,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2020-5563042
Nissan Navara VL 2.5 AT 4WD - 2021,Nissan,2021,685,Hà Nội,https://bonbanh.com/xe-nissan-navara-vl-2.5-at-4wd-2021-5527514
Daewoo Matiz Groove 1.0 AT - 2009,Daewoo,2009,159,Hà Nội,https://bonbanh.com/xe-daewoo-matiz-groove-1.0-at-2009-5560151
Kia Morning Si AT - 2016,Kia,2016,265,Hà Nội,https://bonbanh.com/xe-kia-morning-si-at-2016-5522213
Mazda 3 1.6 AT - 2010,Mazda,2010,258,Hà Nội,https://bonbanh.com/xe-mazda-3-1.6-at-2010-5509581
Suzuki XL7 1.5 AT - 2022,Suzuki,2022,520,Hà Nội,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2022-5461462
Mazda 2 Deluxe - 2019,Mazda,2019,399,Hà Nội,https://bonbanh.com/xe-mazda-2-deluxe-2019-5576839
Mitsubishi Attrage 1.2 CVT - 2020,Mitsubishi,2020,360,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2020-5581339
Toyota Vios G 1.5 CVT - 2022,Toyota,2022,495,Hải Phòng,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5566861
Volkswagen Teramont Limited Edition 2.0 AT - 2024,Volkswagen,2024,2138,Hà Nội,https://bonbanh.com/xe-volkswagen-teramont-limited-edition-2.0-at-2024-5563094
Volkswagen Viloran Luxury - 2023,Volkswagen,2023,2188,Hà Nội,https://bonbanh.com/xe-volkswagen-viloran-luxury-2023-5347850
Mercedes Benz S class S400L - 2016,Mercedes,2016,1650,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5288021
Hyundai Accent 1.4 AT Đặc Biệt - 2022,Hyundai,2022,495,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5465730
Ford Ranger XLS 2.0L 4x2 AT - 2024,Ford,2024,603,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5297492
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,655,Thái Nguyên,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5587242
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022,Hyundai,2022,745,Nghệ An,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2022-5579254
Ford Ranger Raptor 2.0L 4x4 AT - 2018,Ford,2018,845,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2018-5553752
Kia Sedona 2.2 DAT Luxury - 2020,Kia,2020,910,TP HCM,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5542260
Mercedes Benz C class C200 - 2018,Mercedes,2018,899,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2018-5523526
Hyundai Tucson 1.6 AT Turbo - 2019,Hyundai,2019,735,Hải Phòng,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2019-5564938
Ford Ranger Raptor 2.0L 4x4 AT - 2024,Ford,2024,1249,Hà Tĩnh,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2024-5564498
Kia Morning SLX 1.0 AT - 2008,Kia,2008,162,Hà Nội,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2008-5548927
Toyota Camry 2.5Q - 2022,Toyota,2022,1259,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2022-5557599
Hyundai Custin Cao Cấp 2.0T - 2023,Hyundai,2023,998,Hà Nội,https://bonbanh.com/xe-hyundai-custin-cao-cap-2.0t-2023-5592502
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2019,Mitsubishi,2019,780,Tuyên Quang,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2019-5594391
Lexus RX 300 - 2018,Lexus,2018,2160,Hà Nội,https://bonbanh.com/xe-lexus-rx-300-2018-5548678
LandRover Range Rover Autobiography 5.0 - 2013,LandRover,2013,2680,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-5.0-2013-5547745
LandRover Discovery SE - 2019,LandRover,2019,1890,TP HCM,https://bonbanh.com/xe-landrover-discovery-se-2019-5547714
Honda Odyssey 2.4 AT - 2016,Honda,2016,935,Hà Nội,https://bonbanh.com/xe-honda-odyssey-2.4-at-2016-5443241
Mercedes Benz GLC 300 4Matic Coupe - 2024,Mercedes,2024,3129,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-coupe-2024-4925326
Hyundai Creta Tiêu chuẩn 1.5 AT - 2024,Hyundai,2024,599,Cần Thơ,https://bonbanh.com/xe-hyundai-creta-tieu-chuan-1.5-at-2024-4374709
Hyundai Accent 1.4 AT Đặc Biệt - 2024,Hyundai,2024,503,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2024-3547489
Mercedes Benz GLC 300 4Matic - 2021,Mercedes,2021,1839,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5566997
Kia Sedona Platinum D - 2018,Kia,2018,810,TP HCM,https://bonbanh.com/xe-kia-sedona-platinum-d-2018-5555273
VinFast Lux SA 2.0 Premium 2.0 AT - 2019,VinFast,2019,745,Hà Nội,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2019-5515448
Mazda 6 Premium 2.0 AT - 2024,Mazda,2024,769,TP HCM,https://bonbanh.com/xe-mazda-6-premium-2.0-at-2024-5339820
Mercedes Benz C class C200 Avantgarde Plus - 2022,Mercedes,2022,1538,Bình Dương,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5583838
Mercedes Benz GL 350 BlueTec 4Matic - 2009,Mercedes,2009,660,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gl-350-bluetec-4matic-2009-5579008
Mercedes Benz EQB 250 - 2023,Mercedes,2023,2289,Nghệ An,https://bonbanh.com/xe-mercedes_benz-eqb-250-2023-5533998
Mercedes Benz C class C200 Avantgarde Plus - 2022,Mercedes,2022,1588,Nghệ An,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5445906
Mercedes Benz Maybach S450 4Matic - 2022,Mercedes,2022,8199,Nghệ An,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2022-5445859
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5445856
Mercedes Benz Maybach GLS 480 4Matic - 2022,Mercedes,2022,8799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-maybach-gls-480-4matic-2022-5446078
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5446008
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5446001
Mercedes Benz C class C300 AMG - 2023,Mercedes,2023,2099,Nghệ An,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2023-5445951
Mercedes Benz GLC 300 4Matic - 2023,Mercedes,2023,2799,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5445909
Kia Cerato 1.6 AT Luxury - 2019,Kia,2019,500,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2019-5576508
MG 5 Standard 1.5 AT - 2022,MG,2022,415,Hà Nội,https://bonbanh.com/xe-mg-5-standard-1.5-at-2022-5570204
Audi A4 1.8T - 2011,Audi,2011,345,Hà Nội,https://bonbanh.com/xe-audi-a4-1.8t-2011-5555435
Lexus RX 300 - 2021,Lexus,2021,2930,Hà Nội,https://bonbanh.com/xe-lexus-rx-300-2021-5590235
VinFast Lux A 2.0 2.0 AT - 2020,VinFast,2020,538,Nghệ An,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2020-5577332
Kia Sedona Platinum D - 2018,Kia,2018,819,Bình Dương,https://bonbanh.com/xe-kia-sedona-platinum-d-2018-5540704
Lexus GX 460 - 2012,Lexus,2012,1880,TP HCM,https://bonbanh.com/xe-lexus-gx-460-2012-5377342
Honda Brio RS - 2019,Honda,2019,365,Tây Ninh,https://bonbanh.com/xe-honda-brio-rs-2019-5529568
Toyota Prado TXL 2.7L - 2010,Toyota,2010,695,Hà Nội,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2010-4594363
Mazda CX5 2.5 AT 2WD - 2018,Mazda,2018,655,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5506794
Toyota Camry 2.5Q - 2020,Toyota,2020,995,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5594417
Toyota Vios G 1.5 CVT - 2022,Toyota,2022,535,Phú Thọ,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5543978
BMW 4 Series 430i Gran Coupe M Sport - 2024,BMW,2024,3005,TP HCM,https://bonbanh.com/xe-bmw-4_series-430i-gran-coupe-m-sport-2024-5468033
Mercedes Benz G class G63 AMG - 2019,Mercedes,2019,9700,Hà Nội,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2019-5466193
Mercedes Benz C class C43 AMG 4Matic - 2023,Mercedes,2023,2960,Cần Thơ,https://bonbanh.com/xe-mercedes_benz-c_class-c43-amg-4matic-2023-5578651
Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Ford,2022,759,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-5541775
Toyota Vios 1.5E MT - 2018,Toyota,2018,330,Gia Lai,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2018-5534401
Mazda CX5 Premium Exclusive 2.0 AT - 2024,Mazda,2024,879,Hà Nội,https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2024-5487806
Mercedes Benz C class C200 Avantgarde Plus - 2022,Mercedes,2022,1539,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5524872
Mercedes Benz E class E180 - 2022,Mercedes,2022,1729,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-5574484
Mercedes Benz GLC 200 4Matic - 2023,Mercedes,2023,2279,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5589228
Mercedes Benz E class E250 - 2014,Mercedes,2014,583,Bình Dương,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2014-5520901
Mercedes Benz C class C200 Avantgarde Plus - 2022,Mercedes,2022,1539,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5545993
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024,Hyundai,2024,1225,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2024-5545147
Mercedes Benz S class S450L - 2018,Mercedes,2018,2050,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2018-5594411
Toyota Camry 2.5Q - 2020,Toyota,2020,965,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5586705
Kia Cerato 2.0 AT - 2017,Kia,2017,435,Hà Nội,https://bonbanh.com/xe-kia-cerato-2.0-at-2017-5560166
Mitsubishi Xpander Cross 1.5 AT - 2023,Mitsubishi,2023,670,Long An,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2023-5592216
Mercedes Benz GLC 300 4Matic - 2017,Mercedes,2017,1080,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-4629707
Hyundai Elantra 2.0 AT - 2019,Hyundai,2019,515,Hà Nội,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2019-5557949
Honda CRV L - 2020,Honda,2020,865,Hà Nội,https://bonbanh.com/xe-honda-crv-l-2020-5549240
Ford Everest Titanium 2.0L 4x4 AT - 2021,Ford,2021,1035,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2021-5554855
Mazda CX3 Luxury 1.5 AT - 2022,Mazda,2022,585,Hà Nội,https://bonbanh.com/xe-mazda-cx3-luxury-1.5-at-2022-5525767
Kia Carnival Signature 2.2D - 2022,Kia,2022,1329,Hà Nội,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5586736
Toyota Hilux 2.4L 4x2 AT - 2021,Toyota,2021,670,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5569603
Toyota Yaris Cross HEV 1.5 CVT - 2023,Toyota,2023,810,Hà Nội,https://bonbanh.com/xe-toyota-yaris-cross-hev-1.5-cvt-2023-5564229
Toyota Camry 2.5Q - 2014,Toyota,2014,539,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2014-5504511
Toyota Vios 1.5G - 2020,Toyota,2020,470,TP HCM,https://bonbanh.com/xe-toyota-vios-1.5g-2020-5575563
